100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	112	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	128	102	102	102	102	102	102	102	111	100	100	100	100	100	100	100	100
100	100	100	100	100	112	108	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	113	000	000	000	000	000	000	000	103	100	100	100	100	100	100	100	100
100	100	100	100	100	104	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	113	000	000	000	000	000	000	105	109	100	100	100	100	100	100	100	100
100	100	100	100	112	108	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	113	000	000	000	000	000	000	103	100	100	100	100	100	100	100	100	100
100	100	100	100	104	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	113	000	000	000	000	000	000	103	100	100	100	100	100	100	100	100	100
100	100	100	100	104	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	113	000	000	000	000	000	000	107	128	102	102	102	102	111	100	100	100
100	100	100	100	104	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	117	114	116	000	000	000	000	000	113	000	000	000	000	103	100	100	100
100	100	100	100	104	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	113	000	000	000	000	000	113	000	000	000	000	103	100	100	100
100	100	100	100	104	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	055	000	000	000	000	000	000	000	000	000	000	000	113	000	000	000	000	000	117	116	000	000	105	109	100	100	100
100	100	100	100	104	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	043	000	000	000	000	000	000	000	000	000	000	000	117	116	000	000	000	000	000	113	000	000	103	100	100	100	100
100	100	100	100	104	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	043	000	000	000	000	000	000	000	000	000	000	000	000	119	114	116	000	000	000	113	000	000	103	100	100	100	100
100	100	100	100	104	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	237	043	239	000	000	000	000	000	000	000	000	000	000	000	113	000	117	116	000	115	118	000	105	109	100	100	100	100
100	100	100	100	104	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	223	043	224	000	000	000	000	000	000	000	000	000	000	000	113	000	000	124	000	113	000	000	107	111	100	100	100	100
100	100	100	100	104	000	000	000	000	000	000	000	000	000	000	000	000	000	000	225	221	221	229	043	230	221	221	226	000	000	000	000	000	000	000	000	113	000	000	000	000	113	000	000	000	107	111	100	100	100
100	100	100	100	104	000	000	000	000	000	000	000	000	000	000	000	000	000	000	223	000	000	000	043	000	000	000	204	000	000	000	000	000	000	000	000	113	000	000	000	000	113	000	000	000	000	103	100	100	100
100	100	100	100	104	000	212	202	202	202	202	202	202	202	202	211	000	000	000	223	000	225	234	043	236	226	000	204	000	000	000	000	000	000	000	000	113	000	000	000	000	117	116	000	000	000	103	100	100	100
100	100	100	100	104	000	204	000	000	000	000	000	000	000	000	203	000	236	221	229	000	233	035	059	036	235	000	230	221	234	000	000	000	000	000	115	122	114	114	116	000	000	117	116	000	000	103	100	100	100
100	100	100	100	104	000	204	000	212	202	202	202	202	211	000	203	057	044	044	044	044	044	061	030	060	044	044	044	044	044	044	044	056	000	115	118	000	000	000	124	000	000	000	124	000	000	103	100	100	100
100	100	100	100	104	000	204	000	204	000	000	000	000	203	000	203	000	219	202	231	000	237	037	058	038	239	000	232	222	238	000	000	000	000	113	000	000	000	000	000	000	000	000	000	000	000	103	100	100	100
100	100	100	100	104	000	204	000	204	000	000	000	000	203	000	203	000	000	000	223	000	227	238	043	219	228	000	224	000	000	000	000	000	000	113	000	000	000	000	000	000	000	000	000	000	105	109	100	100	100
100	100	100	100	104	000	204	000	204	000	000	000	000	203	000	203	000	000	000	223	000	000	000	043	000	000	000	224	000	000	000	000	000	115	118	000	000	000	000	000	000	000	000	000	105	109	100	100	100	100
100	100	100	100	104	000	204	000	210	201	248	247	201	209	000	203	000	000	000	227	222	222	231	043	212	222	222	228	000	000	000	000	000	124	000	000	000	000	000	000	000	115	114	114	131	100	100	100	100	100
100	100	100	100	104	000	204	000	000	000	246	245	000	000	000	203	000	000	000	000	000	000	223	043	204	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	115	118	000	000	103	100	100	100	100	100
100	100	100	100	104	000	204	000	000	000	000	000	000	000	000	203	000	000	000	000	000	000	233	043	235	000	000	000	000	000	000	000	000	000	000	000	000	115	114	114	118	000	000	000	107	102	111	100	100	100
100	100	100	100	104	000	210	201	201	344	000	000	328	201	201	201	201	201	327	000	000	000	000	043	000	000	000	000	000	000	000	000	000	000	000	000	000	113	000	000	000	000	000	000	000	000	103	100	100	100
100	100	100	100	104	000	000	000	000	343	000	000	204	331	000	000	000	000	203	000	000	000	000	043	000	000	000	000	000	000	000	000	000	000	000	115	114	118	000	000	000	000	000	000	000	000	103	100	100	100
100	100	100	100	104	000	205	201	201	343	000	000	204	331	217	000	216	201	203	000	000	000	000	054	000	000	000	000	000	000	000	345	341	341	341	341	341	341	341	341	341	341	346	000	000	000	103	100	100	100
100	100	100	100	104	000	203	000	000	343	000	000	204	331	203	000	000	000	203	000	000	000	000	000	000	000	000	000	000	000	000	343	000	000	000	000	000	000	000	000	000	000	204	000	000	105	109	100	100	100
100	100	100	100	104	000	203	000	217	343	000	000	204	331	203	000	205	000	201	201	201	000	201	201	327	000	000	000	000	000	000	343	000	000	000	000	000	000	000	000	000	000	204	105	101	109	100	100	100	100
